0,1,0,2008,32976
0,1,0,2009,33656
0,1,0,2010,32435
0,1,0,2011,32628
0,1,0,2012,30184
0,1,0,2013,29991
0,1,0,2014,28751
0,1,0,2015,29375
0,1,0,2016,30049
0,1,0,2017,31971
0,1,0,2018,31624
0,1,0,2019,31754
0,1,0,2020,31649
0,1,1,2008,33797
0,1,1,2009,33212
0,1,1,2010,33984
0,1,1,2011,32714
0,1,1,2012,32854
0,1,1,2013,30402
0,1,1,2014,30273
0,1,1,2015,29064
0,1,1,2016,29750
0,1,1,2017,30364
0,1,1,2018,32226
0,1,1,2019,31799
0,1,1,2020,31880
0,1,2,2008,33129
0,1,2,2009,33943
0,1,2,2010,33380
0,1,2,2011,34125
0,1,2,2012,32813
0,1,2,2013,33032
0,1,2,2014,30596
0,1,2,2015,30485
0,1,2,2016,29459
0,1,2,2017,30069
0,1,2,2018,30524
0,1,2,2019,32318
0,1,2,2020,31833
0,1,3,2008,33280
0,1,3,2009,33253
0,1,3,2010,34034
0,1,3,2011,33490
0,1,3,2012,34207
0,1,3,2013,32921
0,1,3,2014,33151
0,1,3,2015,30753
0,1,3,2016,30834
0,1,3,2017,29675
0,1,3,2018,30231
0,1,3,2019,30563
0,1,3,2020,32347
0,1,4,2008,33398
0,1,4,2009,33421
0,1,4,2010,33339
0,1,4,2011,34127
0,1,4,2012,33582
0,1,4,2013,34325
0,1,4,2014,33021
0,1,4,2015,33324
0,1,4,2016,31038
0,1,4,2017,31101
0,1,4,2018,29754
0,1,4,2019,30260
0,1,4,2020,30577
0,1,5,2008,33269
0,1,5,2009,33513
0,1,5,2010,33465
0,1,5,2011,33361
0,1,5,2012,34137
0,1,5,2013,33629
0,1,5,2014,34421
0,1,5,2015,33171
0,1,5,2016,33643
0,1,5,2017,31315
0,1,5,2018,31183
0,1,5,2019,29828
0,1,5,2020,30308
0,1,6,2008,33615
0,1,6,2009,33328
0,1,6,2010,33553
0,1,6,2011,33556
0,1,6,2012,33419
0,1,6,2013,34197
0,1,6,2014,33742
0,1,6,2015,34598
0,1,6,2016,33495
0,1,6,2017,33846
0,1,6,2018,31402
0,1,6,2019,31250
0,1,6,2020,29872
0,1,7,2008,34593
0,1,7,2009,33661
0,1,7,2010,33373
0,1,7,2011,33579
0,1,7,2012,33577
0,1,7,2013,33446
0,1,7,2014,34266
0,1,7,2015,33877
0,1,7,2016,34918
0,1,7,2017,33738
0,1,7,2018,33940
0,1,7,2019,31439
0,1,7,2020,31307
0,1,8,2008,34174
0,1,8,2009,34634
0,1,8,2010,33671
0,1,8,2011,33427
0,1,8,2012,33649
0,1,8,2013,33628
0,1,8,2014,33567
0,1,8,2015,34436
0,1,8,2016,34180
0,1,8,2017,35147
0,1,8,2018,33872
0,1,8,2019,34033
0,1,8,2020,31510
0,1,9,2008,34534
0,1,9,2009,34232
0,1,9,2010,34689
0,1,9,2011,33693
0,1,9,2012,33447
0,1,9,2013,33695
0,1,9,2014,33739
0,1,9,2015,33709
0,1,9,2016,34688
0,1,9,2017,34430
0,1,9,2018,35294
0,1,9,2019,33963
0,1,9,2020,34130
0,1,10,2008,35332
0,1,10,2009,34601
0,1,10,2010,34294
0,1,10,2011,34729
0,1,10,2012,33741
0,1,10,2013,33498
0,1,10,2014,33751
0,1,10,2015,33886
0,1,10,2016,33963
0,1,10,2017,34893
0,1,10,2018,34533
0,1,10,2019,35361
0,1,10,2020,34062
0,1,11,2008,35555
0,1,11,2009,35378
0,1,11,2010,34644
0,1,11,2011,34343
0,1,11,2012,34791
0,1,11,2013,33797
0,1,11,2014,33562
0,1,11,2015,33909
0,1,11,2016,34105
0,1,11,2017,34129
0,1,11,2018,35009
0,1,11,2019,34617
0,1,11,2020,35382
0,1,12,2008,36924
0,1,12,2009,35631
0,1,12,2010,35439
0,1,12,2011,34687
0,1,12,2012,34400
0,1,12,2013,34841
0,1,12,2014,33874
0,1,12,2015,33665
0,1,12,2016,34130
0,1,12,2017,34281
0,1,12,2018,34244
0,1,12,2019,35124
0,1,12,2020,34682
0,1,13,2008,36875
0,1,13,2009,36995
0,1,13,2010,35681
0,1,13,2011,35511
0,1,13,2012,34750
0,1,13,2013,34455
0,1,13,2014,34897
0,1,13,2015,33998
0,1,13,2016,33870
0,1,13,2017,34292
0,1,13,2018,34391
0,1,13,2019,34310
0,1,13,2020,35201
0,1,14,2008,35822
0,1,14,2009,36956
0,1,14,2010,37062
0,1,14,2011,35737
0,1,14,2012,35586
0,1,14,2013,34863
0,1,14,2014,34544
0,1,14,2015,35052
0,1,14,2016,34227
0,1,14,2017,34066
0,1,14,2018,34394
0,1,14,2019,34491
0,1,14,2020,34417
0,1,15,2008,36271
0,1,15,2009,35943
0,1,15,2010,37064
0,1,15,2011,37173
0,1,15,2012,35876
0,1,15,2013,35710
0,1,15,2014,34988
0,1,15,2015,34743
0,1,15,2016,35333
0,1,15,2017,34489
0,1,15,2018,34265
0,1,15,2019,34562
0,1,15,2020,34643
0,1,16,2008,34634
0,1,16,2009,36487
0,1,16,2010,36169
0,1,16,2011,37315
0,1,16,2012,37383
0,1,16,2013,36099
0,1,16,2014,35966
0,1,16,2015,35305
0,1,16,2016,35107
0,1,16,2017,35704
0,1,16,2018,34837
0,1,16,2019,34497
0,1,16,2020,34775
0,1,17,2008,34652
0,1,17,2009,34853
