TID,CIVILSTAND,KØN,OMRÅDE,INDHOLD
2008K1,I alt,I alt,Hele landet,5475791
2008K1,I alt,I alt,Region Hovedstaden,1645825
2008K1,I alt,I alt,København,509861
2008K1,I alt,I alt,Frederiksberg,93444
2008K1,I alt,I alt,Dragør,13261
2008K1,I alt,I alt,Tårnby,40016
2008K1,I alt,I alt,Albertslund,27602
2008K1,I alt,I alt,Ballerup,47116
2008K1,I alt,I alt,Brøndby,33831
2008K1,I alt,I alt,Gentofte,68913
2008K1,I alt,I alt,Gladsaxe,62562
2008K1,I alt,I alt,Glostrup,20673
2008K1,I alt,I alt,Herlev,26567
2008K1,I alt,I alt,Hvidovre,49380
2008K1,I alt,I alt,Høje-Taastrup,47158
2008K1,I alt,I alt,Ishøj,20687
2008K1,I alt,I alt,Lyngby-Taarbæk,51449
2008K1,I alt,I alt,Rødovre,36144
2008K1,I alt,I alt,Vallensbæk,12399
2008K1,I alt,I alt,Allerød,23493
2008K1,I alt,I alt,Egedal,40533
2008K1,I alt,I alt,Fredensborg,39240
2008K1,I alt,I alt,Frederikssund,44102
2008K1,I alt,I alt,Furesø,37667
2008K1,I alt,I alt,Gribskov,40512
2008K1,I alt,I alt,Halsnæs,30824
2008K1,I alt,I alt,Helsingør,60844
2008K1,I alt,I alt,Hillerød,46568
2008K1,I alt,I alt,Hørsholm,24197
2008K1,I alt,I alt,Rudersdal,53869
2008K1,I alt,I alt,Bornholm,42817
2008K1,I alt,I alt,Christiansø,96
2008K1,I alt,I alt,Region Sjælland,819427
2008K1,I alt,I alt,Greve,47773
2008K1,I alt,I alt,Køge,56637
2008K1,I alt,I alt,Lejre,26603
2008K1,I alt,I alt,Roskilde,80687
2008K1,I alt,I alt,Solrød,20759
2008K1,I alt,I alt,Faxe,35418
2008K1,I alt,I alt,Guldborgsund,63496
2008K1,I alt,I alt,Holbæk,69010
2008K1,I alt,I alt,Kalundborg,49743
2008K1,I alt,I alt,Lolland,48219
2008K1,I alt,I alt,Næstved,80732
2008K1,I alt,I alt,Odsherred,33129
2008K1,I alt,I alt,Ringsted,32092
2008K1,I alt,I alt,Slagelse,77457
2008K1,I alt,I alt,Sorø,29180
2008K1,I alt,I alt,Stevns,21892
2008K1,I alt,I alt,Vordingborg,46600
2008K1,I alt,I alt,Region Syddanmark,1194659
2008K1,I alt,I alt,Assens,42054
2008K1,I alt,I alt,Faaborg-Midtfyn,51950
2008K1,I alt,I alt,Kerteminde,23630
2008K1,I alt,I alt,Langeland,13741
2008K1,I alt,I alt,Middelfart,37274
2008K1,I alt,I alt,Nordfyns,29470
2008K1,I alt,I alt,Nyborg,31607
2008K1,I alt,I alt,Odense,186932
2008K1,I alt,I alt,Svendborg,59040
2008K1,I alt,I alt,Ærø,6712
2008K1,I alt,I alt,Billund,26181
2008K1,I alt,I alt,Esbjerg,114244
2008K1,I alt,I alt,Fanø,3192
2008K1,I alt,I alt,Fredericia,49463
2008K1,I alt,I alt,Haderslev,56414
2008K1,I alt,I alt,Kolding,87781
2008K1,I alt,I alt,Sønderborg,76913
2008K1,I alt,I alt,Tønder,40367
2008K1,I alt,I alt,Varde,50125
2008K1,I alt,I alt,Vejen,42447
2008K1,I alt,I alt,Vejle,104933
2008K1,I alt,I alt,Aabenraa,60189
2008K1,I alt,I alt,Region Midtjylland,1237041
2008K1,I alt,I alt,Favrskov,45604
2008K1,I alt,I alt,Hedensted,45561
2008K1,I alt,I alt,Horsens,80102
2008K1,I alt,I alt,Norddjurs,38581
2008K1,I alt,I alt,Odder,21562
2008K1,I alt,I alt,Randers,93644
2008K1,I alt,I alt,Samsø,4085
2008K1,I alt,I alt,Silkeborg,87371
2008K1,I alt,I alt,Skanderborg,56044
2008K1,I alt,I alt,Syddjurs,41281
2008K1,I alt,I alt,Aarhus,298538
2008K1,I alt,I alt,Herning,84208
2008K1,I alt,I alt,Holstebro,57020
2008K1,I alt,I alt,Ikast-Brande,39893
2008K1,I alt,I alt,Lemvig,22067
2008K1,I alt,I alt,Ringkøbing-Skjern,58368
2008K1,I alt,I alt,Skive,48356
2008K1,I alt,I alt,Struer,22672
2008K1,I alt,I alt,Viborg,92084
2008K1,I alt,I alt,Region Nordjylland,578839
2008K1,I alt,I alt,Brønderslev,35525
2008K1,I alt,I alt,Frederikshavn,62751
2008K1,I alt,I alt,Hjørring,67121
2008K1,I alt,I alt,Jammerbugt,38957
2008K1,I alt,I alt,Læsø,2003
2008K1,I alt,I alt,Mariagerfjord,42667
2008K1,I alt,I alt,Morsø,22091
2008K1,I alt,I alt,Rebild,28753
2008K1,I alt,I alt,Thisted,45549
2008K1,I alt,I alt,Vesthimmerlands,38277
2008K1,I alt,I alt,Aalborg,195145
2008K1,I alt,Mænd,Hele landet,2712666
2008K1,I alt,Mænd,Region Hovedstaden,804479
2008K1,I alt,Mænd,København,251736
2008K1,I alt,Mænd,Frederiksberg,43863
2008K1,I alt,Mænd,Dragør,6475
2008K1,I alt,Mænd,Tårnby,19436
2008K1,I alt,Mænd,Albertslund,13810
2008K1,I alt,Mænd,Ballerup,23115
2008K1,I alt,Mænd,Brøndby,16476
2008K1,I alt,Mænd,Gentofte,32296
2008K1,I alt,Mænd,Gladsaxe,30477
2008K1,I alt,Mænd,Glostrup,10004
2008K1,I alt,Mænd,Herlev,12830
2008K1,I alt,Mænd,Hvidovre,24139
2008K1,I alt,Mænd,Høje-Taastrup,23483
2008K1,I alt,Mænd,Ishøj,10327
2008K1,I alt,Mænd,Lyngby-Taarbæk,24657
2008K1,I alt,Mænd,Rødovre,17545
2008K1,I alt,Mænd,Vallensbæk,6188
2008K1,I alt,Mænd,Allerød,11597
2008K1,I alt,Mænd,Egedal,20195
2008K1,I alt,Mænd,Fredensborg,19027
2008K1,I alt,Mænd,Frederikssund,21907
2008K1,I alt,Mænd,Furesø,18284
2008K1,I alt,Mænd,Gribskov,20189
2008K1,I alt,Mænd,Halsnæs,15352
2008K1,I alt,Mænd,Helsingør,29768
2008K1,I alt,Mænd,Hillerød,22783
2008K1,I alt,Mænd,Hørsholm,11392
2008K1,I alt,Mænd,Rudersdal,25999
2008K1,I alt,Mænd,Bornholm,21080
2008K1,I alt,Mænd,Christiansø,49
2008K1,I alt,Mænd,Region Sjælland,406278
2008K1,I alt,Mænd,Greve,23572
2008K1,I alt,Mænd,Køge,27997
2008K1,I alt,Mænd,Lejre,13282
2008K1,I alt,Mænd,Roskilde,39587
2008K1,I alt,Mænd,Solrød,10255
2008K1,I alt,Mænd,Faxe,17698
2008K1,I alt,Mænd,Guldborgsund,31434
2008K1,I alt,Mænd,Holbæk,34097
2008K1,I alt,Mænd,Kalundborg,24965
2008K1,I alt,Mænd,Lolland,24202
2008K1,I alt,Mænd,Næstved,39765
2008K1,I alt,Mænd,Odsherred,16583
2008K1,I alt,Mænd,Ringsted,15930
2008K1,I alt,Mænd,Slagelse,38365
2008K1,I alt,Mænd,Sorø,14501
2008K1,I alt,Mænd,Stevns,11010
2008K1,I alt,Mænd,Vordingborg,23035
2008K1,I alt,Mænd,Region Syddanmark,594587
2008K1,I alt,Mænd,Assens,20984
2008K1,I alt,Mænd,Faaborg-Midtfyn,25965
2008K1,I alt,Mænd,Kerteminde,11732
2008K1,I alt,Mænd,Langeland,6859
2008K1,I alt,Mænd,Middelfart,18548
2008K1,I alt,Mænd,Nordfyns,14898
2008K1,I alt,Mænd,Nyborg,15648
2008K1,I alt,Mænd,Odense,91462
2008K1,I alt,Mænd,Svendborg,29242
2008K1,I alt,Mænd,Ærø,3354
2008K1,I alt,Mænd,Billund,13187
2008K1,I alt,Mænd,Esbjerg,57047
2008K1,I alt,Mænd,Fanø,1572
2008K1,I alt,Mænd,Fredericia,24690
2008K1,I alt,Mænd,Haderslev,28116
2008K1,I alt,Mænd,Kolding,43766
2008K1,I alt,Mænd,Sønderborg,38404
2008K1,I alt,Mænd,Tønder,20127
2008K1,I alt,Mænd,Varde,25324
2008K1,I alt,Mænd,Vejen,21518
2008K1,I alt,Mænd,Vejle,52152
2008K1,I alt,Mænd,Aabenraa,29992
2008K1,I alt,Mænd,Region Midtjylland,616905
2008K1,I alt,Mænd,Favrskov,22982
2008K1,I alt,Mænd,Hedensted,23064
2008K1,I alt,Mænd,Horsens,40056
2008K1,I alt,Mænd,Norddjurs,19411
2008K1,I alt,Mænd,Odder,10665
2008K1,I alt,Mænd,Randers,46463
2008K1,I alt,Mænd,Samsø,1982
2008K1,I alt,Mænd,Silkeborg,43430
2008K1,I alt,Mænd,Skanderborg,27983
2008K1,I alt,Mænd,Syddjurs,20661
2008K1,I alt,Mænd,Aarhus,146226
2008K1,I alt,Mænd,Herning,42276
2008K1,I alt,Mænd,Holstebro,28429
2008K1,I alt,Mænd,Ikast-Brande,20269
2008K1,I alt,Mænd,Lemvig,11206
2008K1,I alt,Mænd,Ringkøbing-Skjern,29618
2008K1,I alt,Mænd,Skive,24500
2008K1,I alt,Mænd,Struer,11481
2008K1,I alt,Mænd,Viborg,46203
2008K1,I alt,Mænd,Region Nordjylland,290417
2008K1,I alt,Mænd,Brønderslev,17911
2008K1,I alt,Mænd,Frederikshavn,31339
2008K1,I alt,Mænd,Hjørring,33461
2008K1,I alt,Mænd,Jammerbugt,19718
2008K1,I alt,Mænd,Læsø,1008
2008K1,I alt,Mænd,Mariagerfjord,21537
2008K1,I alt,Mænd,Morsø,11138
2008K1,I alt,Mænd,Rebild,14637
2008K1,I alt,Mænd,Thisted,22973
2008K1,I alt,Mænd,Vesthimmerlands,19420
2008K1,I alt,Mænd,Aalborg,97275
2008K1,I alt,Kvinder,Hele landet,2763125
2008K1,I alt,Kvinder,Region Hovedstaden,841346
2008K1,I alt,Kvinder,København,258125
2008K1,I alt,Kvinder,Frederiksberg,49581
2008K1,I alt,Kvinder,Dragør,6786
2008K1,I alt,Kvinder,Tårnby,20580
2008K1,I alt,Kvinder,Albertslund,13792
2008K1,I alt,Kvinder,Ballerup,24001
2008K1,I alt,Kvinder,Brøndby,17355
2008K1,I alt,Kvinder,Gentofte,36617
2008K1,I alt,Kvinder,Gladsaxe,32085
2008K1,I alt,Kvinder,Glostrup,10669
2008K1,I alt,Kvinder,Herlev,13737
2008K1,I alt,Kvinder,Hvidovre,25241
2008K1,I alt,Kvinder,Høje-Taastrup,23675
2008K1,I alt,Kvinder,Ishøj,10360
2008K1,I alt,Kvinder,Lyngby-Taarbæk,26792
2008K1,I alt,Kvinder,Rødovre,18599
2008K1,I alt,Kvinder,Vallensbæk,6211
2008K1,I alt,Kvinder,Allerød,11896
2008K1,I alt,Kvinder,Egedal,20338
2008K1,I alt,Kvinder,Fredensborg,20213
2008K1,I alt,Kvinder,Frederikssund,22195
2008K1,I alt,Kvinder,Furesø,19383
2008K1,I alt,Kvinder,Gribskov,20323
2008K1,I alt,Kvinder,Halsnæs,15472
2008K1,I alt,Kvinder,Helsingør,31076
2008K1,I alt,Kvinder,Hillerød,23785
2008K1,I alt,Kvinder,Hørsholm,12805
2008K1,I alt,Kvinder,Rudersdal,27870
2008K1,I alt,Kvinder,Bornholm,21737
2008K1,I alt,Kvinder,Christiansø,47
2008K1,I alt,Kvinder,Region Sjælland,413149
2008K1,I alt,Kvinder,Greve,24201
2008K1,I alt,Kvinder,Køge,28640
2008K1,I alt,Kvinder,Lejre,13321
2008K1,I alt,Kvinder,Roskilde,41100
2008K1,I alt,Kvinder,Solrød,10504
2008K1,I alt,Kvinder,Faxe,17720
2008K1,I alt,Kvinder,Guldborgsund,32062
2008K1,I alt,Kvinder,Holbæk,34913
2008K1,I alt,Kvinder,Kalundborg,24778
2008K1,I alt,Kvinder,Lolland,24017
2008K1,I alt,Kvinder,Næstved,40967
2008K1,I alt,Kvinder,Odsherred,16546
2008K1,I alt,Kvinder,Ringsted,16162
2008K1,I alt,Kvinder,Slagelse,39092
2008K1,I alt,Kvinder,Sorø,14679
2008K1,I alt,Kvinder,Stevns,10882
2008K1,I alt,Kvinder,Vordingborg,23565
2008K1,I alt,Kvinder,Region Syddanmark,600072
2008K1,I alt,Kvinder,Assens,21070
2008K1,I alt,Kvinder,Faaborg-Midtfyn,25985
2008K1,I alt,Kvinder,Kerteminde,11898
2008K1,I alt,Kvinder,Langeland,6882
2008K1,I alt,Kvinder,Middelfart,18726
2008K1,I alt,Kvinder,Nordfyns,14572
2008K1,I alt,Kvinder,Nyborg,15959
2008K1,I alt,Kvinder,Odense,95470
2008K1,I alt,Kvinder,Svendborg,29798
2008K1,I alt,Kvinder,Ærø,3358
2008K1,I alt,Kvinder,Billund,12994
2008K1,I alt,Kvinder,Esbjerg,57197
2008K1,I alt,Kvinder,Fanø,1620
2008K1,I alt,Kvinder,Fredericia,24773
2008K1,I alt,Kvinder,Haderslev,28298
2008K1,I alt,Kvinder,Kolding,44015
2008K1,I alt,Kvinder,Sønderborg,38509
2008K1,I alt,Kvinder,Tønder,20240
2008K1,I alt,Kvinder,Varde,24801
2008K1,I alt,Kvinder,Vejen,20929
2008K1,I alt,Kvinder,Vejle,52781
2008K1,I alt,Kvinder,Aabenraa,30197
2008K1,I alt,Kvinder,Region Midtjylland,620136
2008K1,I alt,Kvinder,Favrskov,22622
2008K1,I alt,Kvinder,Hedensted,22497
2008K1,I alt,Kvinder,Horsens,40046
2008K1,I alt,Kvinder,Norddjurs,19170
2008K1,I alt,Kvinder,Odder,10897
2008K1,I alt,Kvinder,Randers,47181
2008K1,I alt,Kvinder,Samsø,2103
2008K1,I alt,Kvinder,Silkeborg,43941
2008K1,I alt,Kvinder,Skanderborg,28061
2008K1,I alt,Kvinder,Syddjurs,20620
2008K1,I alt,Kvinder,Aarhus,152312
2008K1,I alt,Kvinder,Herning,41932
2008K1,I alt,Kvinder,Holstebro,28591
2008K1,I alt,Kvinder,Ikast-Brande,19624
2008K1,I alt,Kvinder,Lemvig,10861
2008K1,I alt,Kvinder,Ringkøbing-Skjern,28750
2008K1,I alt,Kvinder,Skive,23856
2008K1,I alt,Kvinder,Struer,11191
2008K1,I alt,Kvinder,Viborg,45881
2008K1,I alt,Kvinder,Region Nordjylland,288422
2008K1,I alt,Kvinder,Brønderslev,17614
2008K1,I alt,Kvinder,Frederikshavn,31412
2008K1,I alt,Kvinder,Hjørring,33660
2008K1,I alt,Kvinder,Jammerbugt,19239
2008K1,I alt,Kvinder,Læsø,995
2008K1,I alt,Kvinder,Mariagerfjord,21130
2008K1,I alt,Kvinder,Morsø,10953
2008K1,I alt,Kvinder,Rebild,14116
2008K1,I alt,Kvinder,Thisted,22576
2008K1,I alt,Kvinder,Vesthimmerlands,18857
2008K1,I alt,Kvinder,Aalborg,97870
2008K1,Ugift,I alt,Hele landet,2552700
2008K1,Ugift,I alt,Region Hovedstaden,810361
2008K1,Ugift,I alt,København,309661
2008K1,Ugift,I alt,Frederiksberg,50734
2008K1,Ugift,I alt,Dragør,4895
2008K1,Ugift,I alt,Tårnby,16786
2008K1,Ugift,I alt,Albertslund,13485
2008K1,Ugift,I alt,Ballerup,20807
2008K1,Ugift,I alt,Brøndby,14506
2008K1,Ugift,I alt,Gentofte,31216
2008K1,Ugift,I alt,Gladsaxe,29193
2008K1,Ugift,I alt,Glostrup,9376
2008K1,Ugift,I alt,Herlev,11564
2008K1,Ugift,I alt,Hvidovre,22525
2008K1,Ugift,I alt,Høje-Taastrup,21170
2008K1,Ugift,I alt,Ishøj,9524
2008K1,Ugift,I alt,Lyngby-Taarbæk,23165
2008K1,Ugift,I alt,Rødovre,16208
2008K1,Ugift,I alt,Vallensbæk,4861
2008K1,Ugift,I alt,Allerød,9474
2008K1,Ugift,I alt,Egedal,16764
2008K1,Ugift,I alt,Fredensborg,16496
2008K1,Ugift,I alt,Frederikssund,18221
2008K1,Ugift,I alt,Furesø,15529
2008K1,Ugift,I alt,Gribskov,16206
2008K1,Ugift,I alt,Halsnæs,12487
2008K1,Ugift,I alt,Helsingør,26057
2008K1,Ugift,I alt,Hillerød,20540
2008K1,Ugift,I alt,Hørsholm,9217
2008K1,Ugift,I alt,Rudersdal,22433
2008K1,Ugift,I alt,Bornholm,17226
2008K1,Ugift,I alt,Christiansø,35
2008K1,Ugift,I alt,Region Sjælland,350995
2008K1,Ugift,I alt,Greve,19459
2008K1,Ugift,I alt,Køge,24632
2008K1,Ugift,I alt,Lejre,10727
2008K1,Ugift,I alt,Roskilde,36351
2008K1,Ugift,I alt,Solrød,8512
2008K1,Ugift,I alt,Faxe,14852
2008K1,Ugift,I alt,Guldborgsund,26054
2008K1,Ugift,I alt,Holbæk,30677
2008K1,Ugift,I alt,Kalundborg,21461
2008K1,Ugift,I alt,Lolland,19681
2008K1,Ugift,I alt,Næstved,35759
2008K1,Ugift,I alt,Odsherred,13009
2008K1,Ugift,I alt,Ringsted,14353
2008K1,Ugift,I alt,Slagelse,35026
2008K1,Ugift,I alt,Sorø,12738
2008K1,Ugift,I alt,Stevns,8637
2008K1,Ugift,I alt,Vordingborg,19067
2008K1,Ugift,I alt,Region Syddanmark,539329
2008K1,Ugift,I alt,Assens,18044
2008K1,Ugift,I alt,Faaborg-Midtfyn,21819
2008K1,Ugift,I alt,Kerteminde,9794
2008K1,Ugift,I alt,Langeland,5089
2008K1,Ugift,I alt,Middelfart,15734
2008K1,Ugift,I alt,Nordfyns,12570
2008K1,Ugift,I alt,Nyborg,13465
2008K1,Ugift,I alt,Odense,93989
2008K1,Ugift,I alt,Svendborg,26310
2008K1,Ugift,I alt,Ærø,2453
2008K1,Ugift,I alt,Billund,11651
2008K1,Ugift,I alt,Esbjerg,53244
2008K1,Ugift,I alt,Fanø,1156
2008K1,Ugift,I alt,Fredericia,21985
2008K1,Ugift,I alt,Haderslev,24873
2008K1,Ugift,I alt,Kolding,41297
2008K1,Ugift,I alt,Sønderborg,33346
2008K1,Ugift,I alt,Tønder,17406
2008K1,Ugift,I alt,Varde,22207
2008K1,Ugift,I alt,Vejen,19127
2008K1,Ugift,I alt,Vejle,48109
2008K1,Ugift,I alt,Aabenraa,25661
2008K1,Ugift,I alt,Region Midtjylland,587538
2008K1,Ugift,I alt,Favrskov,20295
2008K1,Ugift,I alt,Hedensted,20011
2008K1,Ugift,I alt,Horsens,37321
2008K1,Ugift,I alt,Norddjurs,16849
2008K1,Ugift,I alt,Odder,9101
2008K1,Ugift,I alt,Randers,43371
2008K1,Ugift,I alt,Samsø,1519
2008K1,Ugift,I alt,Silkeborg,39923
2008K1,Ugift,I alt,Skanderborg,25032
2008K1,Ugift,I alt,Syddjurs,17198
2008K1,Ugift,I alt,Aarhus,164535
2008K1,Ugift,I alt,Herning,38990
2008K1,Ugift,I alt,Holstebro,26628
2008K1,Ugift,I alt,Ikast-Brande,17909
2008K1,Ugift,I alt,Lemvig,9412
2008K1,Ugift,I alt,Ringkøbing-Skjern,25739
2008K1,Ugift,I alt,Skive,21713
2008K1,Ugift,I alt,Struer,9538
2008K1,Ugift,I alt,Viborg,42454
2008K1,Ugift,I alt,Region Nordjylland,264477
2008K1,Ugift,I alt,Brønderslev,15540
2008K1,Ugift,I alt,Frederikshavn,26138
2008K1,Ugift,I alt,Hjørring,29979
2008K1,Ugift,I alt,Jammerbugt,16612
2008K1,Ugift,I alt,Læsø,703
2008K1,Ugift,I alt,Mariagerfjord,19039
2008K1,Ugift,I alt,Morsø,9605
2008K1,Ugift,I alt,Rebild,12763
2008K1,Ugift,I alt,Thisted,19721
2008K1,Ugift,I alt,Vesthimmerlands,17245
2008K1,Ugift,I alt,Aalborg,97132
2008K1,Ugift,Mænd,Hele landet,1366147
2008K1,Ugift,Mænd,Region Hovedstaden,425314
2008K1,Ugift,Mænd,København,161169
2008K1,Ugift,Mænd,Frederiksberg,25420
2008K1,Ugift,Mænd,Dragør,2619
2008K1,Ugift,Mænd,Tårnby,8868
2008K1,Ugift,Mænd,Albertslund,7298
2008K1,Ugift,Mænd,Ballerup,11100
2008K1,Ugift,Mænd,Brøndby,7685
2008K1,Ugift,Mænd,Gentofte,15727
2008K1,Ugift,Mænd,Gladsaxe,15569
2008K1,Ugift,Mænd,Glostrup,4960
2008K1,Ugift,Mænd,Herlev,6121
2008K1,Ugift,Mænd,Hvidovre,11939
2008K1,Ugift,Mænd,Høje-Taastrup,11365
2008K1,Ugift,Mænd,Ishøj,5115
2008K1,Ugift,Mænd,Lyngby-Taarbæk,12348
2008K1,Ugift,Mænd,Rødovre,8692
2008K1,Ugift,Mænd,Vallensbæk,2613
2008K1,Ugift,Mænd,Allerød,5009
2008K1,Ugift,Mænd,Egedal,8847
2008K1,Ugift,Mænd,Fredensborg,8555
2008K1,Ugift,Mænd,Frederikssund,9875
2008K1,Ugift,Mænd,Furesø,8151
2008K1,Ugift,Mænd,Gribskov,8793
2008K1,Ugift,Mænd,Halsnæs,6805
2008K1,Ugift,Mænd,Helsingør,13902
2008K1,Ugift,Mænd,Hillerød,10801
2008K1,Ugift,Mænd,Hørsholm,4727
2008K1,Ugift,Mænd,Rudersdal,11830
2008K1,Ugift,Mænd,Bornholm,9389
2008K1,Ugift,Mænd,Christiansø,22
2008K1,Ugift,Mænd,Region Sjælland,189554
2008K1,Ugift,Mænd,Greve,10403
2008K1,Ugift,Mænd,Køge,13219
2008K1,Ugift,Mænd,Lejre,5749
2008K1,Ugift,Mænd,Roskilde,19257
2008K1,Ugift,Mænd,Solrød,4510
2008K1,Ugift,Mænd,Faxe,8072
2008K1,Ugift,Mænd,Guldborgsund,14223
2008K1,Ugift,Mænd,Holbæk,16398
2008K1,Ugift,Mænd,Kalundborg,11852
2008K1,Ugift,Mænd,Lolland,11040
2008K1,Ugift,Mænd,Næstved,19115
2008K1,Ugift,Mænd,Odsherred,7174
2008K1,Ugift,Mænd,Ringsted,7691
2008K1,Ugift,Mænd,Slagelse,18876
2008K1,Ugift,Mænd,Sorø,6872
2008K1,Ugift,Mænd,Stevns,4756
2008K1,Ugift,Mænd,Vordingborg,10347
2008K1,Ugift,Mænd,Region Syddanmark,291300
2008K1,Ugift,Mænd,Assens,9771
2008K1,Ugift,Mænd,Faaborg-Midtfyn,11917
2008K1,Ugift,Mænd,Kerteminde,5253
2008K1,Ugift,Mænd,Langeland,2899
2008K1,Ugift,Mænd,Middelfart,8534
2008K1,Ugift,Mænd,Nordfyns,6952
2008K1,Ugift,Mænd,Nyborg,7239
2008K1,Ugift,Mænd,Odense,49284
2008K1,Ugift,Mænd,Svendborg,14266
2008K1,Ugift,Mænd,Ærø,1438
2008K1,Ugift,Mænd,Billund,6433
2008K1,Ugift,Mænd,Esbjerg,28758
2008K1,Ugift,Mænd,Fanø,626
2008K1,Ugift,Mænd,Fredericia,11964
2008K1,Ugift,Mænd,Haderslev,13487
2008K1,Ugift,Mænd,Kolding,22165
2008K1,Ugift,Mænd,Sønderborg,18235
2008K1,Ugift,Mænd,Tønder,9557
2008K1,Ugift,Mænd,Varde,12278
2008K1,Ugift,Mænd,Vejen,10600
2008K1,Ugift,Mænd,Vejle,25696
2008K1,Ugift,Mænd,Aabenraa,13948
2008K1,Ugift,Mænd,Region Midtjylland,315059
2008K1,Ugift,Mænd,Favrskov,10989
2008K1,Ugift,Mænd,Hedensted,11068
2008K1,Ugift,Mænd,Horsens,20162
2008K1,Ugift,Mænd,Norddjurs,9312
2008K1,Ugift,Mænd,Odder,4846
2008K1,Ugift,Mænd,Randers,23302
2008K1,Ugift,Mænd,Samsø,824
2008K1,Ugift,Mænd,Silkeborg,21314
2008K1,Ugift,Mænd,Skanderborg,13307
2008K1,Ugift,Mænd,Syddjurs,9365
2008K1,Ugift,Mænd,Aarhus,85120
2008K1,Ugift,Mænd,Herning,21156
2008K1,Ugift,Mænd,Holstebro,14261
2008K1,Ugift,Mænd,Ikast-Brande,9929
2008K1,Ugift,Mænd,Lemvig,5296
2008K1,Ugift,Mænd,Ringkøbing-Skjern,14290
2008K1,Ugift,Mænd,Skive,12053
2008K1,Ugift,Mænd,Struer,5298
2008K1,Ugift,Mænd,Viborg,23167
2008K1,Ugift,Mænd,Region Nordjylland,144920
2008K1,Ugift,Mænd,Brønderslev,8592
2008K1,Ugift,Mænd,Frederikshavn,14432
2008K1,Ugift,Mænd,Hjørring,16310
2008K1,Ugift,Mænd,Jammerbugt,9284
2008K1,Ugift,Mænd,Læsø,414
2008K1,Ugift,Mænd,Mariagerfjord,10534
2008K1,Ugift,Mænd,Morsø,5361
2008K1,Ugift,Mænd,Rebild,7063
2008K1,Ugift,Mænd,Thisted,11016
2008K1,Ugift,Mænd,Vesthimmerlands,9631
2008K1,Ugift,Mænd,Aalborg,52283
2008K1,Ugift,Kvinder,Hele landet,1186553
2008K1,Ugift,Kvinder,Region Hovedstaden,385047
2008K1,Ugift,Kvinder,København,148492
2008K1,Ugift,Kvinder,Frederiksberg,25314
2008K1,Ugift,Kvinder,Dragør,2276
2008K1,Ugift,Kvinder,Tårnby,7918
2008K1,Ugift,Kvinder,Albertslund,6187
2008K1,Ugift,Kvinder,Ballerup,9707
2008K1,Ugift,Kvinder,Brøndby,6821
2008K1,Ugift,Kvinder,Gentofte,15489
2008K1,Ugift,Kvinder,Gladsaxe,13624
2008K1,Ugift,Kvinder,Glostrup,4416
2008K1,Ugift,Kvinder,Herlev,5443
2008K1,Ugift,Kvinder,Hvidovre,10586
2008K1,Ugift,Kvinder,Høje-Taastrup,9805
2008K1,Ugift,Kvinder,Ishøj,4409
2008K1,Ugift,Kvinder,Lyngby-Taarbæk,10817
2008K1,Ugift,Kvinder,Rødovre,7516
2008K1,Ugift,Kvinder,Vallensbæk,2248
2008K1,Ugift,Kvinder,Allerød,4465
2008K1,Ugift,Kvinder,Egedal,7917
2008K1,Ugift,Kvinder,Fredensborg,7941
2008K1,Ugift,Kvinder,Frederikssund,8346
2008K1,Ugift,Kvinder,Furesø,7378
2008K1,Ugift,Kvinder,Gribskov,7413
2008K1,Ugift,Kvinder,Halsnæs,5682
2008K1,Ugift,Kvinder,Helsingør,12155
2008K1,Ugift,Kvinder,Hillerød,9739
2008K1,Ugift,Kvinder,Hørsholm,4490
2008K1,Ugift,Kvinder,Rudersdal,10603
2008K1,Ugift,Kvinder,Bornholm,7837
2008K1,Ugift,Kvinder,Christiansø,13
2008K1,Ugift,Kvinder,Region Sjælland,161441
2008K1,Ugift,Kvinder,Greve,9056
2008K1,Ugift,Kvinder,Køge,11413
2008K1,Ugift,Kvinder,Lejre,4978
2008K1,Ugift,Kvinder,Roskilde,17094
2008K1,Ugift,Kvinder,Solrød,4002
2008K1,Ugift,Kvinder,Faxe,6780
2008K1,Ugift,Kvinder,Guldborgsund,11831
2008K1,Ugift,Kvinder,Holbæk,14279
2008K1,Ugift,Kvinder,Kalundborg,9609
2008K1,Ugift,Kvinder,Lolland,8641
2008K1,Ugift,Kvinder,Næstved,16644
2008K1,Ugift,Kvinder,Odsherred,5835
2008K1,Ugift,Kvinder,Ringsted,6662
2008K1,Ugift,Kvinder,Slagelse,16150
2008K1,Ugift,Kvinder,Sorø,5866
2008K1,Ugift,Kvinder,Stevns,3881
2008K1,Ugift,Kvinder,Vordingborg,8720
2008K1,Ugift,Kvinder,Region Syddanmark,248029
2008K1,Ugift,Kvinder,Assens,8273
2008K1,Ugift,Kvinder,Faaborg-Midtfyn,9902
2008K1,Ugift,Kvinder,Kerteminde,4541
2008K1,Ugift,Kvinder,Langeland,2190
2008K1,Ugift,Kvinder,Middelfart,7200
2008K1,Ugift,Kvinder,Nordfyns,5618
2008K1,Ugift,Kvinder,Nyborg,6226
2008K1,Ugift,Kvinder,Odense,44705
2008K1,Ugift,Kvinder,Svendborg,12044
2008K1,Ugift,Kvinder,Ærø,1015
2008K1,Ugift,Kvinder,Billund,5218
2008K1,Ugift,Kvinder,Esbjerg,24486
2008K1,Ugift,Kvinder,Fanø,530
2008K1,Ugift,Kvinder,Fredericia,10021
